Date,Start_Hour,End_Hour,Day_of_Year,Day_Name,Month_Name,Season,Production
2024-07-31 00:00:00,4,5,213,Wednesday,July,Summer,2129
2020-03-21 00:00:00,0,1,81,Saturday,March,Spring,7735
2021-10-14 00:00:00,14,15,287,Thursday,October,Fall,5650
2025-01-19 00:00:00,22,23,19,Sunday,January,Winter,1188
2024-10-07 00:00:00,13,14,281,Monday,October,Fall,6044
2025-02-13 00:00:00,2,3,44,Thursday,February,Winter,1090
2022-06-11 00:00:00,8,9,162,Saturday,June,Summer,2423
2023-10-25 00:00:00,9,10,298,Wednesday,October,Fall,10380
2024-03-18 00:00:00,10,11,78,Monday,March,Spring,5581
2020-09-21 00:00:00,4,5,265,Monday,September,Fall,817
2025-11-28 00:00:00,7,8,332,Friday,November,Fall,7806
2020-04-07 00:00:00,4,5,98,Tuesday,April,Spring,1718
2020-03-02 00:00:00,10,11,62,Monday,March,Spring,5353
2020-07-23 00:00:00,10,11,205,Thursday,July,Summer,2720
2022-03-22 00:00:00,23,0,81,Tuesday,March,Spring,4199
2023-02-22 00:00:00,22,23,53,Wednesday,February,Winter,1437
2023-10-04 00:00:00,0,1,277,Wednesday,October,Fall,3511
2023-10-26 00:00:00,17,18,299,Thursday,October,Fall,4734
2023-02-25 00:00:00,19,20,56,Saturday,February,Winter,8542
2024-08-28 00:00:00,21,22,241,Wednesday,August,Summer,2163
2020-11-13 00:00:00,15,16,318,Friday,November,Fall,4593
2021-04-29 00:00:00,16,17,119,Thursday,April,Spring,3421
2024-04-15 00:00:00,21,22,106,Monday,April,Spring,14523
2024-02-17 00:00:00,9,10,48,Saturday,February,Winter,4037
2020-10-18 00:00:00,22,23,292,Sunday,October,Fall,912
2023-10-07 00:00:00,10,11,280,Saturday,October,Fall,6141
2021-07-17 00:00:00,23,0,198,Saturday,July,Summer,5090
2022-10-30 00:00:00,20,21,303,Sunday,October,Fall,2069
2021-02-02 00:00:00,10,11,33,Tuesday,February,Winter,11997
2020-06-25 00:00:00,5,6,177,Thursday,June,Summer,3558
2025-05-03 00:00:00,17,18,123,Saturday,May,Spring,9346
2021-11-12 00:00:00,0,1,316,Friday,November,Fall,934
2024-08-02 00:00:00,11,12,215,Friday,August,Summer,6672
2020-09-26 00:00:00,20,21,270,Saturday,September,Fall,8134
2023-09-21 00:00:00,3,4,264,Thursday,September,Fall,9550
2022-04-23 00:00:00,9,10,113,Saturday,April,Spring,6361
2021-01-02 00:00:00,18,19,2,Saturday,January,Winter,1837
2021-12-17 00:00:00,18,19,351,Friday,December,Winter,8144
2021-11-23 00:00:00,12,13,327,Tuesday,November,Fall,9900
2023-12-13 00:00:00,1,2,347,Wednesday,December,Winter,9953
2024-10-27 00:00:00,9,10,301,Sunday,October,Fall,3309
2025-09-07 00:00:00,1,2,250,Sunday,September,Fall,6555
2020-08-22 00:00:00,2,3,235,Saturday,August,Summer,5104
2022-07-30 00:00:00,21,22,211,Saturday,July,Summer,1951
2025-08-26 00:00:00,8,9,238,Tuesday,August,Summer,5983
2020-11-01 00:00:00,11,12,306,Sunday,November,Fall,13574
2025-06-20 00:00:00,10,11,171,Friday,June,Summer,8561
2023-09-22 00:00:00,12,13,265,Friday,September,Fall,11770
2025-01-20 00:00:00,5,6,20,Monday,January,Winter,1668
2021-10-20 00:00:00,5,6,293,Wednesday,October,Fall,10713
2020-12-20 00:00:00,15,16,355,Sunday,December,Winter,4461
2025-08-09 00:00:00,19,20,221,Saturday,August,Summer,5496
2024-11-20 00:00:00,3,4,325,Wednesday,November,Fall,8076
2025-07-02 00:00:00,17,18,183,Wednesday,July,Summer,11247
2020-01-23 00:00:00,21,22,23,Thursday,January,Winter,2993
2021-08-11 00:00:00,3,4,223,Wednesday,August,Summer,704
2020-06-10 00:00:00,16,17,162,Wednesday,June,Summer,3105
2021-08-09 00:00:00,6,7,221,Monday,August,Summer,2967
2020-11-05 00:00:00,20,21,310,Thursday,November,Fall,8082
2024-04-23 00:00:00,1,2,114,Tuesday,April,Spring,4273
2024-07-30 00:00:00,23,0,212,Tuesday,July,Summer,2765
2022-07-23 00:00:00,15,16,204,Saturday,July,Summer,6571
2020-12-25 00:00:00,1,2,360,Friday,December,Winter,6863
2024-08-08 00:00:00,1,2,221,Thursday,August,Summer,1289
2022-12-30 00:00:00,17,18,364,Friday,December,Winter,15843
2022-02-25 00:00:00,10,11,56,Friday,February,Winter,7997
2023-10-21 00:00:00,12,13,294,Saturday,October,Fall,20931
2021-07-21 00:00:00,5,6,202,Wednesday,July,Summer,1927
2023-11-15 00:00:00,10,11,319,Wednesday,November,Fall,10577
2023-01-09 00:00:00,17,18,9,Monday,January,Winter,13412
2021-11-08 00:00:00,7,8,312,Monday,November,Fall,1922
2021-04-14 00:00:00,22,23,104,Wednesday,April,Spring,5346
2021-06-27 00:00:00,20,21,178,Sunday,June,Summer,1366
2020-02-05 00:00:00,17,18,36,Wednesday,February,Winter,1746
2021-09-17 00:00:00,2,3,260,Friday,September,Fall,711
2023-12-29 00:00:00,6,7,363,Friday,December,Winter,12493
2022-12-02 00:00:00,1,2,336,Friday,December,Winter,2232
2021-07-23 00:00:00,13,14,204,Friday,July,Summer,7412
2025-01-26 00:00:00,4,5,26,Sunday,January,Winter,10046
2022-06-03 00:00:00,21,22,154,Friday,June,Summer,2859
2022-06-23 00:00:00,0,1,174,Thursday,June,Summer,1625
2021-04-23 00:00:00,17,18,113,Friday,April,Spring,7944
2022-03-23 00:00:00,16,17,82,Wednesday,March,Spring,5220
2023-04-03 00:00:00,1,2,93,Monday,April,Spring,5706
2023-06-16 00:00:00,8,9,167,Friday,June,Summer,2630
2024-11-16 00:00:00,19,20,321,Saturday,November,Fall,2040
2025-06-22 00:00:00,13,14,173,Sunday,June,Summer,5526
2023-02-24 00:00:00,11,12,55,Friday,February,Winter,6498
2020-10-17 00:00:00,17,18,291,Saturday,October,Fall,1367
2022-05-11 00:00:00,10,11,131,Wednesday,May,Spring,7976
2023-06-20 00:00:00,19,20,171,Tuesday,June,Summer,3357
2022-05-22 00:00:00,23,0,142,Sunday,May,Spring,3313
2024-10-30 00:00:00,6,7,304,Wednesday,October,Fall,1827
2020-02-20 00:00:00,19,20,51,Thursday,February,Winter,10617
2022-06-22 00:00:00,9,10,173,Wednesday,June,Summer,3779
2021-03-31 00:00:00,19,20,90,Wednesday,March,Spring,1121
2024-12-30 00:00:00,0,1,365,Monday,December,Winter,709
2020-03-20 00:00:00,10,11,80,Friday,March,Spring,6229
2021-12-25 00:00:00,6,7,359,Saturday,December,Winter,1843
2023-03-28 00:00:00,1,2,87,Tuesday,March,Spring,2283
2022-06-30 00:00:00,15,16,181,Thursday,June,Summer,5921
2025-07-24 00:00:00,23,0,205,Thursday,July,Summer,2166
2022-02-27 00:00:00,20,21,58,Sunday,February,Winter,6011
2025-03-16 00:00:00,17,18,75,Sunday,March,Spring,7970
2024-06-15 00:00:00,11,12,167,Saturday,June,Summer,10538
2023-01-13 00:00:00,19,20,13,Friday,January,Winter,10798
2020-02-10 00:00:00,16,17,41,Monday,February,Winter,13770
2021-11-08 00:00:00,17,18,312,Monday,November,Fall,1805
2025-01-10 00:00:00,16,17,10,Friday,January,Winter,2433
2020-06-02 00:00:00,23,0,154,Tuesday,June,Summer,1765
2022-12-18 00:00:00,4,5,352,Sunday,December,Winter,5927
2023-11-19 00:00:00,11,12,323,Sunday,November,Fall,16559
2020-04-14 00:00:00,4,5,105,Tuesday,April,Spring,7144
2024-06-21 00:00:00,10,11,173,Friday,June,Summer,5580
2021-05-21 00:00:00,6,7,141,Friday,May,Spring,8861
2021-06-25 00:00:00,1,2,176,Friday,June,Summer,2038
2023-10-09 00:00:00,11,12,282,Monday,October,Fall,5494
2024-04-11 00:00:00,5,6,102,Thursday,April,Spring,3540
2025-01-12 00:00:00,6,7,12,Sunday,January,Winter,3081
2024-12-28 00:00:00,17,18,363,Saturday,December,Winter,354
2020-07-20 00:00:00,4,5,202,Monday,July,Summer,2939
2020-05-18 00:00:00,5,6,139,Monday,May,Spring,1868
2022-02-06 00:00:00,19,20,37,Sunday,February,Winter,16044
2023-04-30 00:00:00,5,6,120,Sunday,April,Spring,3818
2024-02-29 00:00:00,13,14,60,Thursday,February,Winter,12775
2022-08-17 00:00:00,20,21,229,Wednesday,August,Summer,1406
2022-03-12 00:00:00,2,3,71,Saturday,March,Spring,9389
2020-03-21 00:00:00,15,16,81,Saturday,March,Spring,11152
2025-02-02 00:00:00,9,10,33,Sunday,February,Winter,3472
2022-02-14 00:00:00,5,6,45,Monday,February,Winter,11744
2023-08-09 00:00:00,20,21,221,Wednesday,August,Summer,1211
2024-02-23 00:00:00,8,9,54,Friday,February,Winter,14058
2020-06-30 00:00:00,0,1,182,Tuesday,June,Summer,3738
2023-08-14 00:00:00,17,18,226,Monday,August,Summer,7241
2022-04-10 00:00:00,15,16,100,Sunday,April,Spring,7678
2025-06-09 00:00:00,10,11,160,Monday,June,Summer,3733
2024-05-07 00:00:00,12,13,128,Tuesday,May,Spring,7214
2022-05-31 00:00:00,10,11,151,Tuesday,May,Spring,4174
2025-07-24 00:00:00,0,1,205,Thursday,July,Summer,2396
2024-03-14 00:00:00,16,17,74,Thursday,March,Spring,9218
2025-05-30 00:00:00,17,18,150,Friday,May,Spring,6501
2020-09-27 00:00:00,22,23,271,Sunday,September,Fall,5190
2022-09-27 00:00:00,14,15,270,Tuesday,September,Fall,13231
2020-01-27 00:00:00,2,3,27,Monday,January,Winter,8486
2021-06-28 00:00:00,17,18,179,Monday,June,Summer,3945
2020-10-03 00:00:00,0,1,277,Saturday,October,Fall,3195
2025-06-12 00:00:00,11,12,163,Thursday,June,Summer,5733
2025-09-02 00:00:00,17,18,245,Tuesday,September,Fall,15009
2023-06-04 00:00:00,17,18,155,Sunday,June,Summer,7894
2024-12-02 00:00:00,8,9,337,Monday,December,Winter,8193
2023-06-04 00:00:00,20,21,155,Sunday,June,Summer,5847
2023-03-25 00:00:00,5,6,84,Saturday,March,Spring,14863
2024-05-02 00:00:00,12,13,123,Thursday,May,Spring,12077
2024-09-18 00:00:00,21,22,262,Wednesday,September,Fall,8671
2025-10-09 00:00:00,8,9,282,Thursday,October,Fall,2496
2022-09-11 00:00:00,2,3,254,Sunday,September,Fall,664
2025-01-29 00:00:00,15,16,29,Wednesday,January,Winter,12248
2021-03-29 00:00:00,9,10,88,Monday,March,Spring,4622
2023-05-31 00:00:00,22,23,151,Wednesday,May,Spring,8211
2024-08-31 00:00:00,23,0,244,Saturday,August,Summer,5370
2023-11-06 00:00:00,1,2,310,Monday,November,Fall,12102
2021-03-25 00:00:00,8,9,84,Thursday,March,Spring,2635
2024-08-05 00:00:00,8,9,218,Monday,August,Summer,2548
2021-07-02 00:00:00,5,6,183,Friday,July,Summer,405
2025-01-27 00:00:00,4,5,27,Monday,January,Winter,18396
2020-05-15 00:00:00,18,19,136,Friday,May,Spring,4342
2021-09-06 00:00:00,4,5,249,Monday,September,Fall,1107
2021-10-24 00:00:00,20,21,297,Sunday,October,Fall,3398
2024-12-06 00:00:00,7,8,341,Friday,December,Winter,14357
2023-08-26 00:00:00,22,23,238,Saturday,August,Summer,1513
2020-05-04 00:00:00,16,17,125,Monday,May,Spring,5092
2022-10-17 00:00:00,7,8,290,Monday,October,Fall,7554
2022-08-02 00:00:00,10,11,214,Tuesday,August,Summer,5062
2025-04-13 00:00:00,15,16,103,Sunday,April,Spring,4463
2022-04-25 00:00:00,7,8,115,Monday,April,Spring,3208
2022-10-26 00:00:00,13,14,299,Wednesday,October,Fall,8890
2022-12-07 00:00:00,4,5,341,Wednesday,December,Winter,2473
2025-10-24 00:00:00,19,20,297,Friday,October,Fall,12506
2020-08-31 00:00:00,9,10,244,Monday,August,Summer,3237
2022-06-30 00:00:00,17,18,181,Thursday,June,Summer,5168
2025-11-04 00:00:00,15,16,308,Tuesday,November,Fall,12341
2022-08-17 00:00:00,21,22,229,Wednesday,August,Summer,1307
2020-12-08 00:00:00,11,12,343,Tuesday,December,Winter,2686
2020-03-24 00:00:00,1,2,84,Tuesday,March,Spring,6628
2023-07-21 00:00:00,14,15,202,Friday,July,Summer,8927
2023-06-28 00:00:00,0,1,179,Wednesday,June,Summer,2630
2022-09-14 00:00:00,12,13,257,Wednesday,September,Fall,5716
2020-05-29 00:00:00,15,16,150,Friday,May,Spring,7953
2022-08-19 00:00:00,17,18,231,Friday,August,Summer,7064
2025-08-17 00:00:00,4,5,229,Sunday,August,Summer,6032
2025-04-01 00:00:00,17,18,91,Tuesday,April,Spring,13004
2024-10-13 00:00:00,9,10,287,Sunday,October,Fall,2980
2022-04-05 00:00:00,12,13,95,Tuesday,April,Spring,9346
2021-04-29 00:00:00,14,15,119,Thursday,April,Spring,4221
2023-02-25 00:00:00,14,15,56,Saturday,February,Winter,9931
2023-07-19 00:00:00,17,18,200,Wednesday,July,Summer,11158
2022-10-10 00:00:00,1,2,283,Monday,October,Fall,4732
2021-04-17 00:00:00,0,1,107,Saturday,April,Spring,4306
2021-12-21 00:00:00,20,21,355,Tuesday,December,Winter,3015
2021-04-22 00:00:00,21,22,112,Thursday,April,Spring,6303
2025-11-23 00:00:00,17,18,327,Sunday,November,Fall,10653
2024-06-11 00:00:00,5,6,163,Tuesday,June,Summer,1874
2024-05-27 00:00:00,20,21,148,Monday,May,Spring,3315
2020-09-28 00:00:00,19,20,272,Monday,September,Fall,4208
2023-08-07 00:00:00,3,4,219,Monday,August,Summer,3593
2021-03-29 00:00:00,22,23,88,Monday,March,Spring,2491
2021-05-22 00:00:00,21,22,142,Saturday,May,Spring,5778
2021-11-19 00:00:00,14,15,323,Friday,November,Fall,3318
2025-01-27 00:00:00,5,6,27,Monday,January,Winter,18096
2025-08-13 00:00:00,9,10,225,Wednesday,August,Summer,4027
2021-09-14 00:00:00,17,18,257,Tuesday,September,Fall,3219
2022-05-08 00:00:00,2,3,128,Sunday,May,Spring,4076
2022-07-03 00:00:00,2,3,184,Sunday,July,Summer,1530
2021-07-24 00:00:00,0,1,205,Saturday,July,Summer,5890
2022-11-21 00:00:00,0,1,325,Monday,November,Fall,7993
2023-04-05 00:00:00,10,11,95,Wednesday,April,Spring,5948
2025-08-11 00:00:00,14,15,223,Monday,August,Summer,11543
2021-07-13 00:00:00,11,12,194,Tuesday,July,Summer,5885
2022-09-19 00:00:00,6,7,262,Monday,September,Fall,2502
2024-12-05 00:00:00,17,18,340,Thursday,December,Winter,15699
2025-11-01 00:00:00,9,10,305,Saturday,November,Fall,14047
2025-11-17 00:00:00,3,4,321,Monday,November,Fall,5317
2020-08-16 00:00:00,20,21,229,Sunday,August,Summer,1759
2023-01-22 00:00:00,12,13,22,Sunday,January,Winter,7106
2025-05-24 00:00:00,17,18,144,Saturday,May,Spring,13001
2021-01-21 00:00:00,12,13,21,Thursday,January,Winter,12248
2023-07-17 00:00:00,11,12,198,Monday,July,Summer,7791
2022-10-28 00:00:00,10,11,301,Friday,October,Fall,8983
2021-07-08 00:00:00,0,1,189,Thursday,July,Summer,1738
2021-06-06 00:00:00,19,20,157,Sunday,June,Summer,2910
2025-09-12 00:00:00,2,3,255,Friday,September,Fall,10052
2024-10-13 00:00:00,15,16,287,Sunday,October,Fall,5251
2023-02-13 00:00:00,5,6,44,Monday,February,Winter,3438
2023-04-21 00:00:00,16,17,111,Friday,April,Spring,7315
2024-12-22 00:00:00,4,5,357,Sunday,December,Winter,18507
2020-06-11 00:00:00,19,20,163,Thursday,June,Summer,3890
2021-10-17 00:00:00,4,5,290,Sunday,October,Fall,1793
2022-04-07 00:00:00,9,10,97,Thursday,April,Spring,16777
2024-11-25 00:00:00,19,20,330,Monday,November,Fall,6360
2024-05-30 00:00:00,14,15,151,Thursday,May,Spring,11924
2023-11-19 00:00:00,14,15,323,Sunday,November,Fall,17043
2024-02-04 00:00:00,20,21,35,Sunday,February,Winter,8328
2022-09-23 00:00:00,4,5,266,Friday,September,Fall,505
2023-05-17 00:00:00,15,16,137,Wednesday,May,Spring,13945
2024-05-02 00:00:00,23,0,123,Thursday,May,Spring,9680
2025-09-21 00:00:00,12,13,264,Sunday,September,Fall,4035
2025-08-28 00:00:00,13,14,240,Thursday,August,Summer,12192
2023-01-15 00:00:00,18,19,15,Sunday,January,Winter,14920
2024-03-30 00:00:00,0,1,90,Saturday,March,Spring,4270
2024-11-27 00:00:00,1,2,332,Wednesday,November,Fall,8974
2022-03-11 00:00:00,8,9,70,Friday,March,Spring,12227
2022-08-27 00:00:00,23,0,239,Saturday,August,Summer,4610
2025-11-09 00:00:00,16,17,313,Sunday,November,Fall,4511
2021-04-03 00:00:00,2,3,93,Saturday,April,Spring,9279
2022-07-05 00:00:00,12,13,186,Tuesday,July,Summer,7173
2020-10-02 00:00:00,16,17,276,Friday,October,Fall,4517
2024-03-03 00:00:00,19,20,63,Sunday,March,Spring,4860
2020-10-30 00:00:00,22,23,304,Friday,October,Fall,2173
2025-01-29 00:00:00,13,14,29,Wednesday,January,Winter,14188
2025-06-07 00:00:00,2,3,158,Saturday,June,Summer,5372
2022-07-17 00:00:00,4,5,198,Sunday,July,Summer,5437
2021-09-21 00:00:00,2,3,264,Tuesday,September,Fall,3038
2022-08-21 00:00:00,15,16,233,Sunday,August,Summer,5244
2022-10-28 00:00:00,1,2,301,Friday,October,Fall,7785
2025-03-14 00:00:00,1,2,73,Friday,March,Spring,2246
2024-04-22 00:00:00,23,0,113,Monday,April,Spring,4362
2021-08-15 00:00:00,14,15,227,Sunday,August,Summer,6192
2023-11-01 00:00:00,8,9,305,Wednesday,November,Fall,12856
2024-12-19 00:00:00,5,6,354,Thursday,December,Winter,17699
2024-09-15 00:00:00,14,15,259,Sunday,September,Fall,6259
2022-07-01 00:00:00,14,15,182,Friday,July,Summer,7548
2020-01-11 00:00:00,4,5,11,Saturday,January,Winter,2401
2021-09-07 00:00:00,14,15,250,Tuesday,September,Fall,7947
2022-12-04 00:00:00,23,0,338,Sunday,December,Winter,708
2025-07-27 00:00:00,11,12,208,Sunday,July,Summer,8163
2022-03-19 00:00:00,3,4,78,Saturday,March,Spring,11419
2023-06-13 00:00:00,12,13,164,Tuesday,June,Summer,7666
2020-10-31 00:00:00,15,16,305,Saturday,October,Fall,9419
2023-06-19 00:00:00,6,7,170,Monday,June,Summer,1407
2023-05-15 00:00:00,23,0,135,Monday,May,Spring,7719
2021-03-16 00:00:00,19,20,75,Tuesday,March,Spring,6005
2023-06-12 00:00:00,17,18,163,Monday,June,Summer,4747
2020-07-03 00:00:00,21,22,185,Friday,July,Summer,2958
2025-06-19 00:00:00,20,21,170,Thursday,June,Summer,5164
2020-02-12 00:00:00,7,8,43,Wednesday,February,Winter,8307
2024-09-07 00:00:00,19,20,251,Saturday,September,Fall,4461
2020-12-17 00:00:00,17,18,352,Thursday,December,Winter,2892
2021-10-04 00:00:00,22,23,277,Monday,October,Fall,6535
2021-02-27 00:00:00,6,7,58,Saturday,February,Winter,5900
2022-12-14 00:00:00,2,3,348,Wednesday,December,Winter,1972
2024-01-01 00:00:00,1,2,1,Monday,January,Winter,15228
2023-07-25 00:00:00,22,23,206,Tuesday,July,Summer,2896
2022-07-18 00:00:00,8,9,199,Monday,July,Summer,4324
2021-05-10 00:00:00,10,11,130,Monday,May,Spring,9543
2021-11-08 00:00:00,12,13,312,Monday,November,Fall,4759
2022-12-10 00:00:00,5,6,344,Saturday,December,Winter,1514
2020-06-25 00:00:00,17,18,177,Thursday,June,Summer,3179
2020-11-29 00:00:00,2,3,334,Sunday,November,Fall,4361
2023-08-05 00:00:00,4,5,217,Saturday,August,Summer,2376
2020-10-12 00:00:00,2,3,286,Monday,October,Fall,3229
2021-01-13 00:00:00,17,18,13,Wednesday,January,Winter,9862
2022-04-20 00:00:00,22,23,110,Wednesday,April,Spring,4403
2020-03-06 00:00:00,7,8,66,Friday,March,Spring,7635
2021-01-15 00:00:00,0,1,15,Friday,January,Winter,8913
2022-02-16 00:00:00,0,1,47,Wednesday,February,Winter,13892
2021-04-02 00:00:00,18,19,92,Friday,April,Spring,12278
2021-11-24 00:00:00,20,21,328,Wednesday,November,Fall,2080
2022-09-18 00:00:00,13,14,261,Sunday,September,Fall,11642
2025-08-05 00:00:00,18,19,217,Tuesday,August,Summer,11488
2022-04-16 00:00:00,11,12,106,Saturday,April,Spring,9283
2024-05-02 00:00:00,20,21,123,Thursday,May,Spring,11202
2022-12-01 00:00:00,8,9,335,Thursday,December,Winter,4364
2023-09-17 00:00:00,12,13,260,Sunday,September,Fall,7328
2025-06-21 00:00:00,13,14,172,Saturday,June,Summer,10245
2020-05-27 00:00:00,5,6,148,Wednesday,May,Spring,3501
2021-02-27 00:00:00,16,17,58,Saturday,February,Winter,10738
2024-03-26 00:00:00,21,22,86,Tuesday,March,Spring,8154
2022-08-26 00:00:00,16,17,238,Friday,August,Summer,6095
2022-07-13 00:00:00,21,22,194,Wednesday,July,Summer,1816
2020-01-23 00:00:00,6,7,23,Thursday,January,Winter,5026
2020-08-17 00:00:00,7,8,230,Monday,August,Summer,1942
2020-03-26 00:00:00,9,10,86,Thursday,March,Spring,7178
2024-03-06 00:00:00,21,22,66,Wednesday,March,Spring,1843
2025-04-30 00:00:00,23,0,120,Wednesday,April,Spring,5987
2020-02-14 00:00:00,7,8,45,Friday,February,Winter,3792
2022-08-26 00:00:00,18,19,238,Friday,August,Summer,4553
2025-04-22 00:00:00,6,7,112,Tuesday,April,Spring,1187
2022-12-01 00:00:00,17,18,335,Thursday,December,Winter,3675
2025-02-05 00:00:00,13,14,36,Wednesday,February,Winter,6610
2022-01-30 00:00:00,17,18,30,Sunday,January,Winter,1434
2021-09-29 00:00:00,21,22,272,Wednesday,September,Fall,3641
2024-05-13 00:00:00,6,7,134,Monday,May,Spring,1884
2020-08-30 00:00:00,21,22,243,Sunday,August,Summer,3777
2020-07-11 00:00:00,16,17,193,Saturday,July,Summer,5785
2025-09-29 00:00:00,12,13,272,Monday,September,Fall,8857
2024-06-28 00:00:00,8,9,180,Friday,June,Summer,3771
2020-05-09 00:00:00,11,12,130,Saturday,May,Spring,3231
2024-05-22 00:00:00,19,20,143,Wednesday,May,Spring,4870
2020-07-03 00:00:00,8,9,185,Friday,July,Summer,2944
2020-11-23 00:00:00,15,16,328,Monday,November,Fall,1643
2022-02-24 00:00:00,1,2,55,Thursday,February,Winter,3851
2025-03-07 00:00:00,7,8,66,Friday,March,Spring,9990
2020-05-26 00:00:00,6,7,147,Tuesday,May,Spring,3338
2023-01-12 00:00:00,9,10,12,Thursday,January,Winter,16699
2021-11-30 00:00:00,10,11,334,Tuesday,November,Fall,13024
2022-06-19 00:00:00,3,4,170,Sunday,June,Summer,10066
2022-12-07 00:00:00,7,8,341,Wednesday,December,Winter,2196
2022-07-21 00:00:00,23,0,202,Thursday,July,Summer,2858
2025-05-17 00:00:00,22,23,137,Saturday,May,Spring,3077
2024-12-15 00:00:00,21,22,350,Sunday,December,Winter,9775
2020-09-28 00:00:00,22,23,272,Monday,September,Fall,4092
2022-03-05 00:00:00,11,12,64,Saturday,March,Spring,5186
2025-07-04 00:00:00,12,13,185,Friday,July,Summer,10562
2024-06-20 00:00:00,5,6,172,Thursday,June,Summer,4917
2022-02-04 00:00:00,19,20,35,Friday,February,Winter,6944
2020-01-18 00:00:00,10,11,18,Saturday,January,Winter,2843
2021-05-26 00:00:00,21,22,146,Wednesday,May,Spring,2353
2024-10-30 00:00:00,7,8,304,Wednesday,October,Fall,2071
2020-08-18 00:00:00,2,3,231,Tuesday,August,Summer,1283
2022-05-23 00:00:00,13,14,143,Monday,May,Spring,9217
2025-04-28 00:00:00,3,4,118,Monday,April,Spring,3069
2024-07-09 00:00:00,4,5,191,Tuesday,July,Summer,5209
2025-10-20 00:00:00,17,18,293,Monday,October,Fall,17333
2020-03-09 00:00:00,12,13,69,Monday,March,Spring,9648
2025-03-14 00:00:00,2,3,73,Friday,March,Spring,2194
2020-09-16 00:00:00,6,7,260,Wednesday,September,Fall,526
2023-06-26 00:00:00,14,15,177,Monday,June,Summer,10618
2025-05-06 00:00:00,14,15,126,Tuesday,May,Spring,8761
2024-10-27 00:00:00,3,4,301,Sunday,October,Fall,1944
2024-09-06 00:00:00,4,5,250,Friday,September,Fall,1511
2020-10-18 00:00:00,3,4,292,Sunday,October,Fall,583
2020-08-12 00:00:00,14,15,225,Wednesday,August,Summer,4536
2021-07-14 00:00:00,23,0,195,Wednesday,July,Summer,7745
2024-01-21 00:00:00,10,11,21,Sunday,January,Winter,14443
2024-06-19 00:00:00,2,3,171,Wednesday,June,Summer,3425
2024-09-22 00:00:00,22,23,266,Sunday,September,Fall,3299
2022-01-06 00:00:00,21,22,6,Thursday,January,Winter,7422
2020-01-03 00:00:00,10,11,3,Friday,January,Winter,9189
2023-01-21 00:00:00,3,4,21,Saturday,January,Winter,6960
2021-09-04 00:00:00,16,17,247,Saturday,September,Fall,3636
2021-06-19 00:00:00,14,15,170,Saturday,June,Summer,4390
2021-04-11 00:00:00,0,1,101,Sunday,April,Spring,4255
2021-03-13 00:00:00,13,14,72,Saturday,March,Spring,17323
2025-09-15 00:00:00,11,12,258,Monday,September,Fall,11011
2024-05-09 00:00:00,1,2,130,Thursday,May,Spring,4350
2024-08-31 00:00:00,14,15,244,Saturday,August,Summer,8366
2025-05-22 00:00:00,18,19,142,Thursday,May,Spring,9293
2021-03-30 00:00:00,15,16,89,Tuesday,March,Spring,5587
2022-04-29 00:00:00,21,22,119,Friday,April,Spring,4703
2025-06-24 00:00:00,15,16,175,Tuesday,June,Summer,5446
2022-06-19 00:00:00,2,3,170,Sunday,June,Summer,10201
2020-04-01 00:00:00,17,18,92,Wednesday,April,Spring,3836
2020-06-08 00:00:00,4,5,160,Monday,June,Summer,1414
2025-11-13 00:00:00,19,20,317,Thursday,November,Fall,11859
2023-10-03 00:00:00,19,20,276,Tuesday,October,Fall,4989
2023-01-11 00:00:00,21,22,11,Wednesday,January,Winter,15556
2024-08-20 00:00:00,1,2,233,Tuesday,August,Summer,3390
2020-03-01 00:00:00,14,15,61,Sunday,March,Spring,8968
2021-08-14 00:00:00,21,22,226,Saturday,August,Summer,916
2021-12-14 00:00:00,2,3,348,Tuesday,December,Winter,587
2024-10-27 00:00:00,1,2,301,Sunday,October,Fall,1635
2021-07-30 00:00:00,1,2,211,Friday,July,Summer,1469
2025-04-16 00:00:00,6,7,106,Wednesday,April,Spring,3691
2020-10-04 00:00:00,0,1,278,Sunday,October,Fall,7366
2022-12-18 00:00:00,6,7,352,Sunday,December,Winter,6077
2021-07-09 00:00:00,21,22,190,Friday,July,Summer,370
2022-01-17 00:00:00,17,18,17,Monday,January,Winter,1397
2025-02-10 00:00:00,1,2,41,Monday,February,Winter,3221
2023-07-23 00:00:00,15,16,204,Sunday,July,Summer,9714
2020-05-01 00:00:00,5,6,122,Friday,May,Spring,6913
2023-05-12 00:00:00,18,19,132,Friday,May,Spring,5556
2022-12-21 00:00:00,19,20,355,Wednesday,December,Winter,11825
2020-01-04 00:00:00,10,11,4,Saturday,January,Winter,4479
2021-07-14 00:00:00,17,18,195,Wednesday,July,Summer,8231
2025-07-08 00:00:00,21,22,189,Tuesday,July,Summer,2398
2025-05-31 00:00:00,1,2,151,Saturday,May,Spring,837
2025-09-17 00:00:00,8,9,260,Wednesday,September,Fall,4458
2022-05-10 00:00:00,21,22,130,Tuesday,May,Spring,2140
2023-03-31 00:00:00,18,19,90,Friday,March,Spring,19093
2024-10-04 00:00:00,23,0,278,Friday,October,Fall,2882
2021-02-04 00:00:00,2,3,35,Thursday,February,Winter,4372
2020-01-03 00:00:00,11,12,3,Friday,January,Winter,9534
2020-08-31 00:00:00,23,0,244,Monday,August,Summer,1614
2025-09-08 00:00:00,9,10,251,Monday,September,Fall,3178
