Source,End_Hour,Start_Hour,Date,Production
Solar,11,10,7/16/2022,6731
Wind,23,22,8/3/2022,1474
Wind,19,18,5/3/2025,7626
Wind,20,19,9/29/2023,2198
Wind,20,19,1/15/2022,651
Wind,5,4,4/9/2022,4701
Wind,23,22,10/9/2022,5394
Solar,16,15,8/12/2023,9789
Wind,23,22,7/2/2025,5548
Wind,0,23,5/16/2023,7799
Wind,19,18,7/31/2020,4080
Wind,2,1,4/23/2020,2669
Wind,1,0,12/14/2021,810
Wind,13,12,3/11/2020,12163
Wind,22,21,7/26/2024,506
Solar,18,17,8/4/2021,3345
Wind,9,8,7/18/2023,3434
Wind,18,17,8/28/2020,8079
Solar,18,17,8/27/2024,6209
Wind,10,9,3/28/2021,5097
Wind,22,21,12/16/2023,2504
Solar,17,16,6/3/2021,3738
Wind,9,8,10/15/2021,1488
Wind,20,19,10/5/2024,5905
Wind,19,18,4/7/2020,2681
Wind,13,12,11/26/2021,10802
Solar,9,8,6/26/2022,1719
Solar,15,14,3/19/2020,3939
Solar,15,14,6/15/2025,4719
Wind,18,17,11/17/2022,8379
Wind,23,22,12/2/2024,7331
Wind,4,3,9/11/2024,11638
Wind,22,21,5/22/2025,4939
Wind,4,3,10/16/2024,11452
Wind,13,12,12/2/2020,2987
Wind,20,19,11/6/2025,2440
Wind,16,15,8/29/2025,15987
Wind,23,22,3/5/2024,3012
Wind,0,23,6/26/2025,3959
Wind,9,8,10/20/2023,4473
Wind,18,17,9/21/2025,4316
Solar,17,16,8/7/2020,3640
Wind,4,3,12/3/2021,3110
Solar,11,10,10/16/2021,3384
Wind,8,7,8/30/2025,4396
Wind,23,22,2/23/2025,11952
Wind,17,16,10/20/2020,9534
Wind,21,20,12/26/2024,3449
Wind,23,22,12/13/2024,785
Wind,1,0,7/16/2022,3960
Wind,4,3,10/11/2020,3670
Solar,16,15,7/26/2024,7022
Wind,7,6,9/29/2023,8290
Wind,14,13,12/20/2023,11237
Wind,20,19,7/11/2020,4072
Wind,2,1,1/31/2025,2272
Wind,9,8,3/10/2020,11993
Wind,5,4,3/3/2022,1517
Wind,18,17,3/7/2024,11067
Wind,23,22,10/19/2024,3297
Solar,14,13,5/21/2020,4337
Solar,14,13,10/11/2023,8576
Wind,1,0,7/2/2022,754
Wind,22,21,1/15/2023,14992
Wind,4,3,7/19/2022,5671
Wind,4,3,10/22/2022,6189
Wind,6,5,12/31/2023,17336
Wind,4,3,4/4/2022,2150
Wind,2,1,3/2/2022,2780
Wind,5,4,9/24/2021,475
Wind,0,23,5/23/2021,9144
Wind,6,5,9/29/2020,1805
Wind,8,7,3/9/2024,12796
Wind,11,10,4/16/2024,10158
Wind,13,12,6/11/2020,4847
Wind,1,0,2/1/2022,6934
Wind,4,3,8/30/2024,2706
Wind,4,3,6/27/2021,3872
Wind,20,19,11/17/2020,2225
Wind,2,1,7/23/2024,4890
Wind,3,2,7/16/2022,3533
Wind,21,20,7/8/2025,3770
Wind,18,17,10/19/2022,7629
Wind,21,20,6/16/2020,1666
Wind,16,15,1/10/2025,3319
Solar,12,11,9/10/2020,3052
Wind,9,8,11/13/2021,5126
Solar,14,13,4/22/2025,7792
Wind,6,5,5/15/2020,6575
Wind,16,15,3/25/2024,10580
Wind,0,23,1/26/2023,6312
Wind,6,5,7/19/2024,1335
Wind,22,21,6/30/2025,1192
Wind,1,0,2/12/2023,3402
Wind,7,6,9/27/2022,6509
Wind,16,15,7/27/2020,11749
Solar,14,13,7/10/2023,8700
Wind,3,2,1/20/2025,1542
Wind,17,16,3/28/2023,9979
Wind,9,8,10/4/2021,5584
Wind,2,1,6/9/2024,3464
Solar,13,12,8/17/2021,6878
Wind,8,7,1/27/2023,8252
Wind,15,14,8/5/2021,8681
Wind,0,23,7/21/2025,7848
Wind,18,17,5/27/2025,15563
Wind,1,0,2/22/2024,14343
Wind,1,0,12/10/2023,16050
Wind,2,1,6/18/2021,3603
Solar,11,10,4/25/2025,7896
Wind,1,0,7/5/2021,2602
Wind,0,23,7/7/2021,1703
Wind,12,11,12/12/2020,6348
Wind,17,16,11/1/2025,9647
Wind,21,20,1/22/2024,14875
Wind,17,16,8/28/2025,11353
Solar,11,10,4/29/2022,4724
Wind,19,18,1/20/2021,15051
Wind,23,22,6/19/2024,6935
Wind,17,16,4/2/2022,12110
Wind,6,5,8/8/2024,1189
Wind,19,18,11/2/2024,3994
Solar,16,15,9/6/2021,5313
Wind,20,19,3/28/2020,9382
Wind,22,21,2/14/2022,6029
Wind,18,17,10/13/2022,4003
Wind,17,16,7/15/2024,10450
Wind,1,0,4/22/2023,3755
Solar,17,16,10/26/2024,2125
Wind,12,11,1/25/2025,7875
Wind,15,14,2/6/2024,15869
Wind,19,18,11/24/2024,19758
Wind,3,2,12/4/2022,3252
Solar,15,14,2/12/2023,6688
Wind,5,4,1/31/2020,7716
Wind,11,10,11/29/2020,4788
Wind,19,18,4/29/2022,4816
Solar,17,16,8/1/2021,6683
Wind,1,0,3/15/2020,3612
Wind,22,21,7/1/2023,7075
Wind,22,21,3/2/2023,4877
Wind,8,7,8/3/2024,3218
Wind,21,20,11/19/2024,12210
Wind,7,6,1/8/2024,12121
Wind,22,21,12/21/2024,18922
Wind,18,17,10/25/2022,4158
Wind,2,1,4/15/2022,1942
Wind,7,6,12/7/2021,5150
Wind,0,23,1/17/2022,2215
Wind,10,9,2/24/2025,15311
Wind,21,20,7/14/2021,6824
Wind,5,4,1/11/2023,13408
Wind,12,11,10/15/2024,7313
Wind,21,20,9/14/2023,983
Wind,14,13,12/4/2021,14167
Wind,22,21,5/10/2021,1928
Wind,14,13,7/31/2021,6027
Wind,10,9,11/26/2025,5852
Wind,21,20,6/20/2022,4764
Solar,14,13,8/1/2020,4517
Wind,18,17,9/30/2022,8433
Wind,14,13,6/10/2024,16343
Wind,6,5,9/8/2024,5635
Solar,11,10,8/20/2021,3653
Wind,18,17,10/21/2020,11801
Wind,23,22,11/8/2023,14010
Wind,8,7,10/11/2020,3222
Solar,12,11,8/4/2023,7826
Wind,17,16,5/15/2021,11074
Wind,19,18,11/1/2021,5774
Wind,5,4,2/13/2025,1341
Wind,21,20,2/20/2022,16004
Wind,7,6,1/2/2025,7704
Wind,5,4,1/23/2023,4026
Wind,1,0,3/15/2022,5845
Wind,16,15,12/1/2022,4324
Wind,22,21,5/10/2024,5155
Solar,17,16,8/15/2025,9881
Wind,12,11,2/9/2020,15238
Wind,22,21,5/21/2024,3665
Wind,7,6,5/11/2024,4326
Wind,19,18,9/23/2020,5813
Wind,16,15,11/17/2025,10323
Wind,1,0,1/2/2021,1169
Wind,0,23,8/8/2023,2853
Wind,20,19,5/18/2023,6720
Wind,23,22,10/24/2022,7627
Wind,21,20,9/3/2022,1066
Solar,15,14,11/29/2024,7650
Solar,11,10,4/4/2020,4136
Solar,12,11,3/18/2020,3727
Wind,14,13,4/29/2020,10092
Solar,17,16,10/16/2021,3207
Wind,18,17,10/6/2021,8756
Wind,12,11,2/26/2025,13305
Solar,14,13,3/1/2021,5810
Wind,4,3,11/24/2022,11415
Wind,21,20,9/1/2025,5387
Wind,22,21,11/14/2024,3630
Wind,7,6,3/20/2021,4488
Wind,6,5,12/17/2021,6817
Wind,4,3,2/7/2025,9958
Wind,1,0,1/5/2024,12301
Wind,13,12,9/8/2024,11440
Wind,9,8,7/27/2020,3719
Wind,14,13,2/17/2023,13006
Wind,6,5,7/22/2024,3267
Solar,13,12,9/7/2024,6652
Solar,9,8,8/2/2021,1835
Wind,19,18,7/24/2021,5008
Wind,22,21,6/26/2022,1353
Wind,10,9,5/25/2021,10972
Wind,6,5,1/3/2024,16091
Wind,19,18,4/28/2024,4975
Wind,4,3,2/10/2022,4390
Wind,3,2,9/1/2023,4835
Wind,9,8,1/23/2025,6187
Solar,10,9,8/12/2022,4233
Wind,1,0,6/6/2022,3154
Wind,0,23,4/26/2021,6682
Wind,5,4,8/21/2022,492
Solar,18,17,7/29/2025,9703
Wind,2,1,1/14/2020,12193
Wind,7,6,11/23/2020,197
Wind,17,16,3/3/2020,2913
Wind,0,23,4/30/2022,4152
Wind,4,3,8/28/2025,2154
Solar,18,17,9/28/2025,3101
Solar,20,19,4/26/2020,826
Wind,8,7,4/26/2020,1234
Wind,1,0,1/13/2020,3124
Wind,9,8,7/4/2021,1516
Solar,17,16,8/20/2022,6307
Wind,22,21,10/15/2022,4985
Wind,21,20,11/4/2024,2945
Wind,2,1,5/27/2024,2781
Wind,8,7,5/3/2021,1219
Wind,22,21,6/25/2023,4990
Wind,18,17,1/24/2023,3120
Wind,9,8,2/11/2022,2704
Wind,23,22,6/17/2023,1596
Solar,11,10,9/25/2021,3100
Wind,9,8,9/9/2024,8509
Wind,0,23,4/25/2023,2732
Wind,21,20,4/17/2021,5570
Wind,0,23,8/1/2022,1415
Wind,19,18,7/14/2021,7691
Wind,11,10,10/14/2025,8624
Wind,15,14,2/21/2020,8633
Solar,12,11,10/24/2024,7285
Wind,3,2,7/17/2022,6218
Solar,13,12,8/15/2022,7754
Wind,8,7,8/23/2020,4453
Wind,7,6,8/1/2020,1772
Wind,4,3,7/3/2025,5681
Wind,1,0,5/2/2022,3281
Wind,1,0,10/11/2020,4013
Wind,11,10,5/15/2021,7542
Solar,11,10,8/19/2024,6872
Wind,6,5,10/21/2025,12221
Solar,12,11,6/25/2023,7269
Solar,18,17,9/15/2024,7756
Wind,7,6,7/19/2024,1367
Solar,12,11,6/20/2022,6635
Wind,3,2,11/24/2020,1825
Wind,5,4,3/20/2022,4944
Solar,16,15,5/26/2020,7491
Wind,21,20,9/9/2025,2139
Wind,5,4,1/23/2020,5821
Wind,5,4,7/22/2022,3155
Wind,7,6,2/22/2023,2969
Wind,19,18,5/4/2023,7974
Solar,16,15,3/29/2022,3886
Wind,14,13,1/24/2025,19431
Wind,22,21,3/17/2025,11797
Wind,5,4,11/4/2024,2853
Wind,11,10,1/11/2023,10073
Solar,16,15,6/21/2022,4791
Wind,19,18,7/2/2020,6452
Solar,15,14,5/12/2024,4059
Wind,7,6,3/11/2021,14266
Wind,14,13,9/23/2020,8641
Wind,22,21,4/30/2024,3124
Wind,23,22,9/16/2023,2367
Wind,20,19,5/4/2025,11985
Wind,19,18,4/8/2022,10607
Wind,17,16,12/23/2023,14470
Wind,23,22,8/11/2025,5924
Wind,18,17,7/16/2021,7525
Wind,8,7,2/11/2020,11753
Wind,2,1,11/9/2024,1782
Wind,19,18,9/27/2022,9228
Wind,9,8,9/1/2024,4830
Wind,8,7,11/1/2020,9246
Wind,8,7,1/9/2025,14188
Wind,2,1,12/31/2024,2303
Wind,1,0,1/6/2025,18763
Solar,15,14,1/30/2024,7283
Wind,21,20,4/18/2021,2015
Solar,16,15,4/24/2021,8651
Wind,20,19,10/27/2021,2324
Wind,1,0,7/2/2020,2474
Wind,5,4,1/7/2024,7340
Wind,15,14,1/18/2024,6969
Wind,2,1,9/9/2023,1650
Solar,11,10,3/17/2025,11786
Wind,8,7,10/20/2024,6846
Solar,17,16,9/11/2021,4615
Wind,16,15,3/12/2024,12222
Solar,17,16,8/6/2020,3605
Wind,2,1,1/15/2022,847
Solar,18,17,4/18/2022,4269
Wind,7,6,1/13/2020,2987
Solar,12,11,3/16/2021,5314
Wind,7,6,6/15/2022,2328
Solar,13,12,9/30/2023,6508
Wind,22,21,10/29/2024,685
Wind,21,20,9/4/2025,6150
Solar,16,15,8/21/2023,6576
Wind,15,14,4/19/2020,2914
Wind,10,9,7/12/2021,2663
Wind,8,7,1/3/2022,9393
Wind,7,6,11/10/2020,486
Wind,0,23,2/3/2025,1883
Wind,1,0,3/31/2025,4280
Wind,18,17,7/12/2024,8243
Wind,18,17,6/14/2024,12714
Solar,12,11,9/21/2025,3451
Wind,0,23,5/16/2021,9508
Wind,6,5,3/7/2022,6815
Solar,11,10,8/10/2022,6251
Wind,6,5,3/7/2023,5865
Wind,16,15,3/14/2025,7686
Wind,8,7,10/4/2024,4180
Wind,23,22,12/15/2022,7205
Wind,1,0,9/3/2020,931
Wind,22,21,6/17/2022,1078
Wind,19,18,12/21/2023,17520
Solar,15,14,3/2/2023,6558
Wind,21,20,8/4/2024,1620
Wind,22,21,12/29/2024,548
Wind,2,1,11/14/2024,3831
Solar,10,9,8/4/2022,3343
Wind,1,0,4/26/2022,2101
Wind,6,5,5/16/2022,5648
Wind,17,16,1/9/2020,10435
Wind,15,14,11/24/2022,9150
Wind,0,23,1/20/2024,10670
Wind,23,22,3/14/2020,3349
Wind,23,22,3/10/2020,11030
Wind,3,2,5/26/2024,4508
Wind,2,1,8/13/2023,1162
Wind,7,6,3/28/2022,1606
Solar,15,14,10/12/2020,4590
Solar,11,10,10/22/2024,3182
Solar,12,11,10/19/2020,5009
Wind,22,21,9/12/2021,1376
Wind,4,3,7/17/2024,2046
Wind,2,1,8/17/2024,1571
Solar,17,16,8/13/2023,7801
Wind,3,2,6/28/2024,3695
Wind,5,4,2/6/2022,13477
Solar,11,10,3/31/2021,4010
Wind,12,11,10/25/2023,11630
Wind,0,23,7/23/2024,2067
Wind,4,3,3/18/2023,7204
Wind,0,23,12/5/2024,18205
Wind,3,2,1/8/2024,11508
Wind,9,8,6/11/2020,2692
Wind,23,22,6/6/2025,4429
Wind,0,23,6/2/2021,2032
Wind,22,21,9/21/2020,1334
Wind,0,23,9/2/2025,11315
Wind,21,20,9/21/2025,4453
Wind,11,10,8/9/2021,6015
Wind,3,2,3/16/2021,3997
Solar,14,13,10/18/2022,5899
Wind,13,12,12/26/2021,4600
Wind,3,2,7/27/2024,455
Solar,10,9,9/11/2020,1917
Wind,20,19,9/13/2020,705
Solar,18,17,8/15/2023,4625
Wind,6,5,7/29/2021,4205
Wind,3,2,5/19/2024,552
Wind,8,7,3/30/2023,11130
Solar,17,16,7/10/2025,11067
Wind,5,4,8/9/2025,1139
Wind,19,18,11/1/2023,12788
Wind,21,20,6/12/2024,2252
Wind,6,5,9/20/2025,6560
Wind,1,0,5/1/2020,7535
Wind,12,11,1/21/2020,2976
Wind,7,6,6/29/2025,2536
Wind,7,6,10/12/2020,2120
Solar,13,12,7/25/2024,9805
Solar,14,13,6/5/2023,9739
Wind,8,7,6/9/2023,4688
Wind,22,21,9/4/2025,6077
Wind,0,23,5/11/2024,4091
Solar,11,10,3/24/2025,5051
Wind,8,7,7/26/2023,2889
Wind,21,20,8/6/2024,2592
Wind,6,5,4/22/2025,1421
Solar,12,11,8/27/2024,8753
Solar,16,15,7/11/2021,4877
Wind,8,7,11/11/2021,1001
Wind,1,0,2/25/2025,4530
Wind,12,11,4/2/2025,18987
Wind,7,6,7/22/2020,3797
Wind,17,16,2/5/2020,2504
Wind,21,20,3/30/2020,8073
Wind,5,4,5/11/2020,9699
Wind,3,2,11/5/2021,3405
Wind,4,3,8/30/2020,3012
Wind,22,21,9/8/2025,2307
Wind,9,8,3/4/2022,3630
Wind,3,2,8/6/2022,5462
Wind,20,19,12/13/2024,698
Wind,18,17,12/31/2023,17198
Wind,10,9,9/4/2025,9465
Wind,10,9,2/25/2025,8542
Wind,12,11,3/18/2022,12613
Solar,15,14,3/19/2025,12452
Wind,1,0,8/7/2022,7995
Wind,5,4,3/24/2025,747
Wind,12,11,12/22/2020,9500
Wind,23,22,5/5/2020,2517
Wind,8,7,12/14/2024,2252
Wind,22,21,2/3/2023,4534
Wind,9,8,11/12/2022,4144
Solar,12,11,7/18/2024,7522
Wind,7,6,3/9/2020,6476
Solar,13,12,6/28/2021,4142
Solar,12,11,3/24/2022,6783
Wind,9,8,1/3/2020,9177
Wind,21,20,5/2/2025,3054
Wind,11,10,11/23/2022,12239
Wind,5,4,11/3/2023,9640
Wind,0,23,4/9/2024,8241
Wind,20,19,5/16/2021,9726
Wind,6,5,2/14/2025,5166
Wind,15,14,10/23/2022,13158
Wind,18,17,12/14/2022,2357
Solar,17,16,7/31/2024,6848
Wind,1,0,1/15/2025,2675
Wind,22,21,11/21/2021,5308
Wind,6,5,11/12/2023,7747
Wind,20,19,11/10/2021,1095
Wind,16,15,10/30/2022,4128
Wind,14,13,1/12/2021,11705
Wind,6,5,11/17/2023,4471
Solar,9,8,7/3/2022,2588
Wind,18,17,3/9/2021,3112
Wind,11,10,3/17/2023,9438
Wind,6,5,4/1/2025,10726
Wind,3,2,3/28/2020,2228
Wind,5,4,1/29/2022,5616
Wind,2,1,2/11/2023,2311
Wind,23,22,5/19/2020,3873
Wind,21,20,5/8/2023,1613
Solar,10,9,4/23/2021,4703
Wind,20,19,10/13/2025,6779
Wind,13,12,1/8/2020,5049
Wind,5,4,11/13/2023,10748
Wind,6,5,6/30/2021,2072
Wind,4,3,8/28/2023,3728
Wind,17,16,9/2/2021,6041
Wind,8,7,3/31/2022,5596
Wind,15,14,1/14/2023,18425
Wind,18,17,12/10/2020,3945
Wind,9,8,1/6/2025,18841
Wind,15,14,2/5/2024,9758
Solar,15,14,11/4/2024,4760
Wind,5,4,11/10/2022,3540
Solar,10,9,7/14/2020,2423
Wind,1,0,9/17/2020,4803
Solar,16,15,7/12/2021,4724
Solar,11,10,5/22/2020,5050
Wind,15,14,1/18/2021,5818
Wind,23,22,9/22/2022,613
Wind,8,7,2/22/2021,6262
Wind,9,8,3/22/2020,8856
Wind,10,9,10/12/2020,2453
Wind,16,15,4/19/2025,4612
Wind,23,22,8/25/2025,1411
Wind,5,4,4/20/2022,4490
Wind,15,14,12/9/2020,2985
Solar,15,14,7/22/2020,4307
Wind,6,5,5/21/2023,5032
Wind,7,6,1/22/2022,2925
Wind,12,11,12/1/2021,12759
Wind,3,2,1/11/2021,1886
Wind,6,5,3/9/2020,7030
Wind,17,16,2/26/2024,13709
Wind,19,18,3/7/2022,5870
Solar,11,10,10/11/2021,4324
Wind,14,13,9/1/2025,12704
Wind,23,22,10/2/2020,3285
Wind,12,11,12/20/2024,8847
Solar,16,15,8/7/2022,10239
Wind,14,13,2/7/2024,17700
Wind,17,16,6/4/2020,6146
Wind,8,7,10/13/2021,2432
Wind,2,1,2/9/2020,8445
Wind,23,22,2/21/2022,10192
Wind,6,5,3/3/2024,3260
Wind,5,4,7/17/2025,1257
Wind,17,16,2/23/2024,12084
Wind,0,23,3/7/2025,10966
Wind,21,20,12/15/2023,1834
Wind,2,1,9/24/2025,7488
Solar,9,8,8/3/2025,4235
Wind,18,17,11/20/2025,3840
Wind,9,8,9/11/2020,1169
Wind,7,6,11/2/2025,8973
Solar,16,15,9/22/2022,5500
Wind,16,15,5/23/2020,8605
Wind,1,0,12/20/2022,13706
Wind,1,0,11/22/2024,5864
Wind,4,3,11/13/2022,2267
Solar,11,10,4/19/2021,3728
Wind,7,6,7/4/2024,7129
Wind,22,21,6/26/2023,3874
Wind,22,21,10/22/2023,2996
Solar,14,13,1/16/2022,5824
Wind,0,23,9/7/2020,1722
Wind,8,7,5/23/2022,3621
Wind,2,1,10/4/2025,16699
Wind,21,20,12/10/2020,6025
Wind,7,6,5/1/2021,1335
Wind,20,19,6/11/2021,2701
Wind,11,10,1/1/2024,12702
Wind,11,10,5/9/2023,5818
Solar,16,15,1/12/2022,3844
Wind,4,3,11/12/2023,7217
Wind,2,1,11/2/2022,10172
Solar,14,13,9/8/2020,4412
Wind,1,0,4/16/2021,6013
Wind,3,2,11/15/2022,6725
Wind,20,19,12/23/2022,13142
Solar,10,9,4/13/2022,2030
Solar,16,15,4/21/2023,7766
Wind,21,20,3/3/2025,3662
Solar,12,11,11/11/2022,6178
Wind,20,19,6/10/2023,2892
Wind,2,1,8/25/2021,6301
Wind,23,22,2/4/2022,5142
Wind,4,3,2/3/2020,8082
Solar,10,9,3/24/2021,3598
Wind,2,1,4/25/2021,8643
Wind,18,17,6/15/2024,9554
Wind,16,15,1/7/2020,4202
Wind,6,5,3/25/2021,1803
Wind,5,4,4/11/2021,4909
Wind,15,14,12/25/2022,9014
Wind,20,19,9/9/2025,2515
Wind,3,2,6/28/2020,5007
Wind,4,3,4/29/2022,3276
Wind,8,7,4/8/2023,3945
Wind,7,6,3/19/2023,2707
Wind,9,8,3/23/2020,8097
Wind,22,21,7/4/2023,7479
Wind,7,6,9/2/2021,5757
Wind,5,4,5/1/2024,1919
Solar,9,8,8/10/2024,2611
Wind,5,4,4/6/2024,13920
Wind,16,15,7/28/2020,7320
Solar,15,14,9/12/2023,4847
Wind,8,7,6/20/2022,3854
Wind,5,4,4/30/2024,3211
Wind,9,8,7/19/2021,3621
Wind,6,5,11/2/2024,2593
Wind,2,1,10/23/2023,4629
Wind,23,22,11/8/2025,2972
Wind,8,7,7/17/2022,4452
Solar,19,18,8/21/2023,2986
Wind,20,19,4/14/2022,1781
Wind,15,14,11/2/2023,16663
Wind,2,1,3/11/2024,3569
Wind,5,4,5/19/2025,5554
Wind,9,8,8/18/2023,2753
Wind,16,15,1/24/2021,9368
Wind,20,19,11/4/2025,14722
Wind,18,17,1/2/2025,2940
Wind,14,13,11/7/2022,14582
Solar,18,17,6/21/2022,4256
Wind,11,10,10/23/2025,21130
Wind,6,5,12/4/2021,8479
Wind,4,3,6/30/2025,4201
Wind,21,20,11/6/2022,11082
Wind,16,15,10/22/2021,7563
Wind,18,17,9/26/2024,18099
Wind,8,7,11/10/2025,7424
Wind,4,3,12/14/2023,7386
Wind,16,15,1/30/2025,7524
Wind,7,6,12/26/2020,2946
Wind,18,17,9/22/2025,8345
Wind,2,1,12/10/2024,10950
Wind,5,4,12/1/2020,7384
Wind,3,2,9/23/2021,1187
Solar,15,14,7/17/2022,8450
Solar,18,17,7/20/2020,4972
Wind,9,8,9/10/2023,3618
Solar,13,12,7/10/2023,8155
Wind,11,10,2/10/2021,8366
Wind,17,16,1/29/2020,5091
Wind,2,1,9/16/2025,12139
Wind,0,23,11/29/2020,1854
Solar,11,10,9/20/2022,4950
Wind,9,8,8/22/2020,5453
Wind,3,2,1/9/2022,13974
Wind,2,1,6/4/2020,2997
Wind,19,18,11/4/2021,3557
Wind,18,17,1/14/2023,15699
Wind,19,18,2/21/2021,6413
Wind,22,21,5/2/2021,919
Wind,5,4,5/30/2025,790
Wind,16,15,2/8/2024,17063
Wind,8,7,3/22/2023,10725
Wind,4,3,4/22/2023,4253
Wind,15,14,3/27/2024,15606
Wind,11,10,12/25/2020,6831
Wind,5,4,12/24/2023,10062
Solar,14,13,5/24/2024,5499
Wind,19,18,4/28/2020,7447
Wind,23,22,8/20/2025,3508
Wind,2,1,1/24/2022,3310
Wind,17,16,4/20/2023,9461
Wind,23,22,9/2/2020,1225
Wind,21,20,9/2/2023,2344
Solar,11,10,9/10/2020,2771
Solar,19,18,8/22/2025,5766
Solar,10,9,5/24/2023,6816
Wind,10,9,1/11/2025,2854
Wind,1,0,2/28/2024,4724
Wind,15,14,3/6/2020,8581
Wind,19,18,8/18/2020,3539
Wind,4,3,2/18/2022,9335
Solar,15,14,9/3/2021,3775
Wind,0,23,3/24/2020,7447
Wind,21,20,8/25/2024,2137
Wind,1,0,10/22/2021,2121
Wind,20,19,7/17/2021,5398
Wind,9,8,10/30/2022,5100
Solar,16,15,3/9/2021,5136
Wind,2,1,6/23/2020,2034
Wind,2,1,4/22/2023,4008
Solar,13,12,7/12/2024,7573
Wind,23,22,9/5/2024,700
Wind,2,1,4/16/2021,5880
Wind,3,2,5/17/2022,2321
Wind,0,23,10/1/2024,4747
Wind,9,8,9/27/2021,6867
Wind,9,8,4/3/2020,2170
Wind,0,23,1/17/2023,4827
Solar,14,13,11/7/2024,5149
Wind,2,1,3/31/2020,6769
Wind,23,22,3/28/2020,11081
Solar,13,12,9/14/2024,10121
Solar,17,16,10/18/2025,7924
Wind,18,17,10/31/2021,10469
Solar,16,15,4/28/2022,7312
Wind,20,19,1/24/2024,6892
Wind,23,22,6/24/2021,1974
Wind,17,16,12/11/2023,6768
Solar,12,11,1/27/2024,5814
Solar,15,14,8/15/2022,8036
Wind,4,3,1/29/2021,13907
Wind,2,1,9/5/2020,2121
Solar,17,16,8/12/2024,8871
Wind,14,13,1/26/2021,5482
Wind,21,20,4/11/2025,4837
Solar,12,11,7/11/2025,11758
Solar,14,13,5/16/2025,7092
Wind,17,16,10/25/2025,9821
Wind,23,22,1/31/2021,5906
Wind,14,13,5/25/2025,9581
Solar,10,9,7/5/2022,4126
Wind,10,9,11/19/2020,9061
Wind,23,22,10/18/2022,5538
Wind,4,3,1/15/2023,10240
Wind,21,20,5/2/2022,3792
Wind,4,3,10/8/2020,6421
Wind,2,1,11/24/2023,8505
Solar,11,10,5/17/2020,4507
Wind,4,3,3/18/2022,6998
Wind,23,22,10/28/2023,16635
Wind,3,2,5/19/2021,3258
Wind,21,20,7/17/2022,2312
Solar,12,11,7/22/2023,10194
Wind,14,13,11/12/2024,13235
Wind,10,9,3/27/2022,4841
Wind,18,17,4/5/2022,9675
Wind,21,20,8/29/2023,1992
Wind,23,22,6/23/2025,3779
Wind,21,20,2/9/2020,11896
Wind,7,6,1/5/2023,7965
Wind,21,20,9/15/2023,3195
Wind,0,23,9/15/2023,4953
Wind,16,15,11/14/2020,8436
Wind,18,17,2/11/2022,2107
Wind,5,4,2/20/2025,7070
Solar,9,8,6/28/2025,3941
Wind,5,4,8/6/2022,5611
Wind,0,23,5/24/2020,2435
Wind,0,23,6/13/2025,5332
Solar,17,16,5/3/2025,10481
Wind,8,7,11/22/2024,9522
Wind,10,9,8/22/2021,4991
Wind,13,12,1/10/2023,15075
Wind,5,4,6/21/2021,2933
Solar,18,17,9/20/2022,5469
Wind,18,17,1/27/2021,3743
Wind,10,9,9/23/2020,4073
Solar,19,18,4/8/2020,1595
Wind,8,7,10/9/2024,8883
Wind,1,0,5/7/2025,9348
Wind,22,21,9/14/2023,1857
Wind,6,5,2/11/2020,11769
Wind,13,12,1/17/2020,8804
Solar,15,14,3/24/2025,6048
Solar,11,10,8/7/2024,5496
Wind,2,1,5/15/2025,6358
Wind,7,6,3/22/2023,9994
Wind,17,16,11/26/2020,1476
Wind,21,20,5/13/2020,7492
Wind,2,1,3/18/2025,12131
Wind,11,10,11/6/2025,6247
Wind,4,3,8/19/2021,1695
Wind,5,4,2/23/2020,9644
Wind,4,3,4/23/2025,6268
Wind,3,2,5/10/2022,1193
Wind,21,20,12/1/2023,5060
Wind,3,2,7/21/2021,2864
Wind,6,5,9/23/2022,546
Wind,11,10,1/3/2023,6763
Wind,23,22,12/7/2024,17557
Wind,4,3,3/28/2022,1693
Wind,11,10,10/7/2020,6946
Wind,22,21,8/23/2022,736
Wind,21,20,5/27/2023,3594
Wind,21,20,10/10/2023,2170
Wind,5,4,5/17/2025,4673
Wind,22,21,5/21/2020,660
Wind,8,7,3/15/2023,2413
Wind,11,10,12/14/2024,3475
Solar,15,14,1/19/2025,3805
Wind,2,1,12/29/2021,9126
Wind,2,1,1/29/2025,17602
Wind,3,2,1/22/2024,16724
Solar,9,8,8/21/2023,2472
Wind,22,21,9/16/2022,5135
Wind,8,7,4/21/2023,3141
Wind,16,15,4/22/2023,9856
Wind,23,22,11/5/2021,2244
Wind,7,6,12/23/2024,16444
Wind,18,17,3/9/2022,5318
Wind,0,23,8/10/2025,7903
Wind,2,1,2/17/2023,7099
Wind,19,18,8/29/2020,4957
Wind,10,9,8/29/2025,13975
Wind,8,7,2/5/2021,1837
Wind,11,10,5/13/2020,5295
Wind,2,1,1/27/2024,1993
Wind,9,8,2/13/2025,1808
Wind,21,20,3/10/2022,6268
Wind,5,4,7/2/2022,780
Wind,22,21,2/11/2022,2877
Wind,17,16,12/18/2022,9972
Solar,15,14,4/7/2023,8432
Wind,13,12,1/9/2025,13546
Wind,0,23,12/19/2020,5475
Wind,13,12,2/18/2022,18336
Wind,8,7,10/16/2025,5067
Wind,0,23,9/29/2020,648
Wind,4,3,8/17/2025,5689
Solar,11,10,9/29/2022,3096
Wind,23,22,4/22/2024,4627
