Source,End_Hour,Start_Hour,Date,Production
Wind,10,9,10/11/2025,5515
Wind,5,4,11/28/2020,3659
Wind,20,19,9/17/2025,3567
Wind,23,22,2/1/2024,1902
Wind,6,5,8/9/2025,1061
Wind,23,22,10/22/2021,2376
Wind,3,2,12/16/2022,6144
Wind,13,12,2/22/2022,14675
Wind,22,21,9/15/2023,4226
Wind,22,21,8/6/2021,2893
Wind,4,3,9/6/2024,1393
Solar,13,12,7/28/2025,11478
Solar,17,16,7/26/2024,6307
Wind,9,8,9/15/2021,2190
Solar,16,15,3/26/2025,7167
Wind,22,21,7/22/2025,1826
Solar,13,12,6/9/2020,4970
Wind,12,11,12/31/2022,17264
Solar,16,15,2/15/2025,7084
Wind,19,18,8/9/2020,3103
Wind,0,23,10/18/2023,11879
Wind,22,21,3/9/2023,15820
Wind,17,16,9/17/2023,5366
Wind,19,18,11/18/2023,12524
Solar,14,13,11/22/2020,3338
Wind,17,16,12/31/2024,8495
Solar,15,14,11/9/2025,7371
Solar,17,16,6/29/2021,5193
Wind,19,18,10/20/2025,16757
Wind,20,19,5/3/2024,2964
Wind,21,20,9/16/2025,3536
Wind,19,18,4/12/2025,11549
Wind,19,18,5/24/2021,12791
Solar,11,10,3/10/2025,6063
Wind,10,9,6/20/2021,3324
Wind,8,7,8/16/2020,1272
Wind,5,4,8/25/2023,2460
Wind,18,17,1/22/2025,5102
Wind,10,9,1/6/2025,18975
Solar,13,12,5/15/2023,9340
Solar,11,10,7/12/2020,4498
Wind,22,21,6/13/2024,5123
Solar,15,14,7/3/2025,9855
Solar,17,16,8/26/2024,8375
Solar,16,15,9/29/2025,8318
Wind,10,9,4/19/2020,2105
Wind,5,4,3/4/2023,4490
Wind,16,15,7/13/2021,7535
Solar,12,11,10/9/2025,5069
Solar,11,10,9/6/2021,3616
Wind,19,18,10/3/2025,10465
Wind,17,16,4/24/2024,10914
Wind,10,9,7/3/2023,6964
Wind,2,1,4/9/2020,894
Wind,2,1,8/8/2020,1875
Solar,16,15,9/26/2021,5531
Wind,12,11,12/25/2023,15160
Wind,23,22,4/2/2022,4539
Wind,6,5,12/14/2023,7047
Wind,17,16,1/23/2020,3347
Solar,16,15,10/15/2023,6957
Wind,7,6,5/31/2020,4859
Wind,22,21,3/29/2025,5649
Wind,23,22,10/8/2020,4432
Wind,3,2,2/17/2021,8531
Wind,6,5,5/11/2020,10139
Wind,8,7,9/5/2022,2789
Wind,4,3,7/7/2021,4006
Wind,7,6,10/12/2024,6023
Wind,5,4,6/20/2022,3009
Wind,8,7,10/26/2024,2152
Wind,4,3,5/18/2020,2064
Wind,1,0,8/2/2022,1397
Wind,3,2,1/14/2022,1410
Solar,17,16,7/25/2024,8796
Solar,12,11,5/26/2023,10688
Solar,11,10,8/22/2024,10231
Wind,6,5,3/22/2024,2130
Wind,17,16,10/26/2021,5120
Wind,14,13,7/19/2025,14450
Wind,7,6,7/28/2024,2348
Wind,16,15,2/1/2024,3444
Wind,14,13,12/26/2022,10092
Solar,18,17,7/30/2024,4665
Wind,3,2,8/18/2022,1182
Solar,18,17,4/16/2025,6246
Wind,22,21,11/15/2020,12149
Wind,10,9,2/26/2025,9755
Wind,8,7,2/20/2022,12571
Wind,10,9,2/20/2025,9967
Wind,4,3,2/27/2022,9685
Wind,19,18,12/31/2021,3904
Solar,13,12,7/28/2022,5588
Wind,3,2,4/28/2021,1371
Wind,6,5,12/23/2021,6602
Wind,0,23,3/14/2024,10690
Solar,10,9,7/14/2023,6490
Wind,5,4,10/18/2025,5140
Wind,4,3,4/7/2021,4251
Solar,14,13,1/14/2024,3639
Wind,4,3,4/18/2022,4344
Wind,10,9,6/1/2024,8993
Solar,16,15,4/24/2020,3799
Wind,19,18,3/13/2022,5913
Wind,13,12,2/23/2025,11643
Solar,13,12,11/6/2021,5852
Wind,16,15,4/4/2025,6218
Solar,14,13,2/10/2022,6325
Wind,3,2,8/15/2021,1057
Wind,15,14,6/22/2023,9306
Wind,11,10,2/23/2020,13480
Wind,23,22,3/10/2022,7481
Wind,1,0,8/14/2021,1478
Wind,4,3,6/5/2020,3542
Wind,22,21,5/22/2020,2177
Wind,21,20,8/26/2025,3405
Wind,8,7,7/5/2022,2105
Solar,14,13,3/30/2024,7615
Wind,12,11,1/4/2022,5975
Solar,11,10,8/19/2025,4540
Wind,4,3,8/12/2023,1596
Wind,11,10,3/23/2024,17377
Wind,0,23,7/7/2025,4873
Wind,11,10,1/20/2023,4641
Wind,17,16,3/2/2024,6629
Wind,15,14,1/5/2022,7511
Wind,14,13,9/12/2025,15434
Wind,19,18,2/8/2025,3104
Wind,8,7,4/11/2020,1900
Wind,19,18,1/23/2020,3556
Wind,9,8,9/30/2025,2872
Wind,23,22,5/1/2020,6712
Solar,14,13,8/10/2021,5911
Solar,19,18,9/16/2021,1495
Wind,13,12,10/27/2023,12650
Wind,4,3,11/11/2025,7897
Wind,8,7,3/24/2020,5774
Wind,18,17,10/20/2023,6907
Wind,16,15,10/29/2025,8506
Wind,17,16,11/21/2023,6703
Wind,21,20,3/26/2024,8261
Wind,21,20,6/30/2022,2522
Wind,5,4,12/25/2020,6542
Solar,16,15,6/26/2021,4697
Wind,1,0,8/4/2020,3666
Wind,3,2,8/22/2022,1927
Solar,17,16,4/17/2022,7694
Wind,6,5,1/7/2021,487
Solar,10,9,5/12/2025,5922
Solar,19,18,6/26/2024,4295
Wind,3,2,7/1/2025,778
Wind,6,5,6/9/2023,4644
Wind,18,17,8/24/2023,9861
Solar,10,9,7/28/2025,6834
Wind,4,3,8/15/2021,883
Wind,17,16,9/23/2024,9135
Wind,14,13,3/25/2024,10853
Wind,5,4,10/7/2025,1733
Wind,2,1,11/15/2020,10998
Solar,15,14,9/14/2023,6131
Wind,5,4,7/1/2024,1845
Wind,13,12,3/13/2022,10835
Wind,23,22,3/4/2021,3145
Wind,6,5,8/24/2022,956
Wind,19,18,6/6/2025,10880
Wind,10,9,12/30/2021,8720
Wind,3,2,4/1/2021,1907
Wind,23,22,8/6/2023,5369
Wind,20,19,6/13/2025,5374
Wind,20,19,10/10/2022,2196
Wind,19,18,9/20/2025,11616
Solar,18,17,9/8/2023,4384
Wind,23,22,12/30/2021,5452
Wind,8,7,3/30/2024,3497
Solar,18,17,5/8/2023,5446
Wind,12,11,4/25/2021,10262
Wind,5,4,7/15/2022,4379
Wind,2,1,11/26/2021,2597
Wind,0,23,10/15/2025,5351
Solar,11,10,1/18/2025,3129
Wind,17,16,3/16/2025,9489
Solar,15,14,10/18/2022,5808
Wind,5,4,2/10/2020,10052
Wind,6,5,4/25/2020,1788
Wind,6,5,5/18/2023,5769
Wind,0,23,4/16/2022,8150
Wind,11,10,3/29/2020,13965
Wind,21,20,3/28/2025,8242
Wind,10,9,12/18/2024,15999
Wind,9,8,3/9/2020,6477
Wind,1,0,5/22/2023,3806
Solar,14,13,11/2/2024,7954
Wind,1,0,3/7/2022,7417
Wind,9,8,1/25/2023,2111
Wind,10,9,1/15/2021,6240
Wind,6,5,5/19/2022,3542
Wind,7,6,10/24/2020,7495
Wind,9,8,10/28/2021,5807
Wind,22,21,1/8/2025,12892
Wind,1,0,4/4/2024,12543
Wind,9,8,12/18/2020,6733
Solar,16,15,9/25/2022,6102
Wind,4,3,10/19/2020,1464
Wind,12,11,2/6/2024,14493
Wind,7,6,4/18/2023,6520
Wind,19,18,5/2/2023,7162
Wind,10,9,6/26/2025,9995
Wind,17,16,9/18/2024,16325
Wind,2,1,11/22/2024,6061
Wind,2,1,3/20/2023,1521
Wind,2,1,1/13/2022,3054
Wind,6,5,6/15/2021,1611
Wind,10,9,1/9/2021,4051
Wind,1,0,2/15/2022,6687
Solar,13,12,3/18/2020,4055
Wind,2,1,8/31/2025,8549
Wind,9,8,11/23/2023,3718
Solar,13,12,9/12/2023,4437
Wind,22,21,9/10/2020,2030
Solar,16,15,7/11/2023,9554
Solar,14,13,9/15/2021,3942
Wind,10,9,5/21/2023,5307
Solar,11,10,4/15/2021,6346
Wind,20,19,11/26/2024,4935
Wind,6,5,10/14/2025,5919
Wind,19,18,3/22/2021,2993
Solar,11,10,2/9/2025,4315
Solar,9,8,7/14/2024,2477
Wind,17,16,2/5/2021,1998
Wind,7,6,8/26/2020,8678
Wind,5,4,4/27/2023,1206
Wind,1,0,3/6/2023,1228
Wind,2,1,5/12/2025,2951
Wind,16,15,2/6/2023,8670
Solar,15,14,8/4/2020,5625
Wind,22,21,3/1/2023,7713
Wind,23,22,10/1/2022,7629
Wind,14,13,11/17/2023,7387
Wind,6,5,10/2/2023,2482
Wind,2,1,2/26/2025,10324
Wind,1,0,12/12/2021,5469
Wind,21,20,9/8/2022,5147
Wind,18,17,5/26/2020,6931
Wind,0,23,3/10/2021,13439
Wind,5,4,5/24/2024,712
Solar,14,13,6/9/2020,5042
Wind,1,0,9/3/2023,4539
Solar,13,12,9/16/2020,3732
Wind,2,1,9/19/2024,8994
Wind,0,23,6/7/2023,5602
Wind,1,0,10/14/2023,14148
Wind,8,7,1/12/2022,2263
Wind,7,6,5/13/2022,1900
Wind,3,2,11/4/2021,2836
Wind,3,2,5/2/2020,5334
Wind,1,0,9/18/2022,3466
Solar,16,15,6/8/2023,8328
Wind,5,4,9/15/2022,1546
Wind,2,1,3/17/2023,8075
Wind,14,13,1/9/2025,13396
Solar,16,15,4/12/2024,4291
Solar,11,10,9/2/2024,5818
Wind,3,2,8/16/2020,1867
Wind,8,7,9/30/2020,1223
Solar,18,17,6/20/2022,6713
Wind,4,3,6/5/2021,2400
Wind,17,16,4/21/2022,6557
Wind,4,3,6/22/2024,6081
Wind,6,5,10/27/2024,1792
Wind,22,21,5/30/2023,9690
Wind,6,5,5/20/2024,1434
Wind,0,23,4/3/2025,6528
Solar,15,14,8/18/2025,8983
Wind,0,23,9/16/2022,5346
Wind,1,0,1/30/2020,5384
Solar,18,17,4/10/2022,5961
Wind,22,21,7/29/2024,2404
Wind,2,1,12/3/2020,3330
Wind,7,6,7/30/2022,936
Wind,4,3,10/20/2023,4769
Solar,18,17,8/17/2022,3938
Wind,2,1,7/7/2022,3488
Wind,7,6,12/27/2024,1298
Wind,0,23,9/13/2024,4267
Solar,16,15,5/20/2020,5220
Wind,22,21,9/19/2020,2449
Wind,23,22,2/19/2022,13745
Wind,11,10,6/22/2023,5018
Wind,17,16,12/17/2024,5399
Wind,3,2,3/4/2023,4916
Wind,4,3,1/19/2022,1605
Solar,10,9,6/8/2023,6235
Solar,18,17,9/10/2023,4930
Wind,12,11,4/29/2021,3791
Wind,17,16,11/19/2025,13285
Wind,10,9,11/6/2023,12593
Solar,12,11,7/18/2022,6471
Wind,3,2,9/15/2021,2419
Wind,9,8,5/8/2022,4118
Solar,16,15,5/27/2022,8174
Wind,21,20,10/4/2022,1168
Wind,2,1,6/19/2020,2319
Solar,11,10,6/12/2022,4684
Wind,10,9,10/8/2022,2465
Wind,20,19,5/24/2025,8852
Wind,21,20,9/30/2025,2697
Wind,21,20,7/6/2025,8639
Wind,16,15,7/6/2020,9681
Wind,8,7,8/11/2023,1918
Wind,17,16,8/20/2025,8881
Wind,23,22,4/19/2021,906
Wind,8,7,5/10/2021,7041
Wind,3,2,3/7/2021,2521
Wind,17,16,1/22/2021,3696
Solar,11,10,4/23/2021,5659
Wind,6,5,12/8/2021,9297
Wind,23,22,8/4/2020,1340
Wind,0,23,2/18/2023,8067
Wind,22,21,12/14/2022,2161
Wind,4,3,7/9/2023,2355
Wind,3,2,7/11/2024,1053
Wind,11,10,2/24/2020,11258
Wind,3,2,2/3/2021,9275
Wind,0,23,12/5/2022,1854
Wind,1,0,4/23/2023,6724
Solar,11,10,6/8/2021,4183
Wind,11,10,2/26/2023,20500
Wind,11,10,3/2/2024,12926
Wind,2,1,5/18/2024,713
Wind,12,11,8/30/2020,5251
Wind,15,14,9/29/2021,11739
Wind,1,0,8/3/2021,930
Wind,2,1,1/11/2023,14468
Wind,16,15,2/21/2024,15550
Wind,7,6,3/16/2020,3309
Wind,22,21,11/10/2020,805
Wind,2,1,11/8/2022,12163
Wind,3,2,11/14/2022,3659
Wind,19,18,2/15/2024,10200
Wind,1,0,11/3/2023,12874
Wind,9,8,1/24/2025,18114
Wind,1,0,1/2/2024,17307
Wind,22,21,8/4/2023,3747
Wind,0,23,7/18/2020,1750
Wind,5,4,7/21/2021,2191
Wind,16,15,3/31/2023,21172
Wind,13,12,1/5/2023,7199
Wind,20,19,3/27/2022,1675
Solar,11,10,9/24/2023,7784
Wind,21,20,7/7/2021,2231
Wind,5,4,5/18/2024,556
Wind,19,18,4/1/2022,13751
Wind,8,7,12/1/2023,2590
Wind,19,18,3/10/2024,975
Wind,21,20,3/2/2020,8827
Solar,11,10,9/19/2025,9787
Wind,2,1,12/21/2020,6095
Wind,5,4,6/30/2023,2629
Solar,13,12,5/13/2024,6365
Wind,3,2,11/25/2024,17724
Wind,0,23,6/2/2022,4438
Solar,11,10,3/1/2022,4347
Solar,10,9,9/12/2020,2461
Wind,20,19,5/8/2021,6309
Wind,3,2,9/25/2022,2749
Wind,10,9,3/6/2021,6040
Wind,22,21,1/15/2022,1036
Wind,8,7,11/17/2023,4109
Wind,21,20,7/5/2025,5175
Solar,13,12,6/12/2021,4821
Wind,20,19,7/31/2022,5209
Solar,16,15,3/20/2024,5622
Wind,8,7,4/23/2020,1746
Wind,21,20,5/9/2022,514
Solar,11,10,3/6/2024,5162
Wind,6,5,2/26/2021,2352
Wind,6,5,11/20/2025,7116
Wind,6,5,5/9/2020,1685
Wind,2,1,8/21/2025,3653
Wind,21,20,6/11/2025,5029
Solar,12,11,8/27/2022,6767
Solar,13,12,9/10/2023,8323
Wind,1,0,4/20/2023,8926
Wind,5,4,3/24/2021,1493
Solar,13,12,11/19/2022,5271
Wind,11,10,12/5/2024,16407
Wind,4,3,4/22/2025,2038
Wind,20,19,9/14/2021,1986
Wind,4,3,11/23/2020,245
Wind,17,16,2/3/2023,7659
Wind,5,4,11/2/2023,15164
Solar,15,14,5/29/2025,5853
Wind,13,12,1/12/2020,9137
Wind,21,20,8/28/2021,4826
Wind,1,0,12/11/2023,13562
Wind,21,20,8/20/2021,525
Wind,10,9,2/14/2024,10647
Wind,18,17,11/9/2022,4408
Wind,10,9,10/13/2020,4332
Wind,22,21,9/25/2023,525
Wind,8,7,10/8/2024,10208
Wind,3,2,8/16/2021,4074
Wind,10,9,4/25/2022,4334
Wind,23,22,6/5/2025,12352
Solar,13,12,5/30/2023,13676
Wind,4,3,8/22/2020,4955
Wind,17,16,12/9/2021,5379
Solar,13,12,1/25/2020,2654
Wind,2,1,5/16/2023,7661
Wind,12,11,10/28/2023,16187
Wind,1,0,6/19/2021,3276
Solar,16,15,2/14/2023,5164
Solar,11,10,3/21/2022,6419
Wind,22,21,9/22/2023,5871
Wind,2,1,10/17/2021,1752
Wind,5,4,7/29/2024,5316
Wind,5,4,2/9/2024,16307
Wind,14,13,3/17/2022,5469
Wind,20,19,4/2/2022,7493
Wind,8,7,9/25/2022,2772
Solar,19,18,9/26/2025,1324
Wind,1,0,10/28/2024,477
Wind,5,4,1/21/2023,7168
Wind,19,18,10/23/2024,2844
Wind,23,22,6/27/2020,4430
Wind,21,20,7/29/2020,708
Solar,10,9,7/9/2022,4215
Wind,5,4,12/31/2021,5884
Wind,11,10,3/1/2025,12156
Wind,0,23,2/16/2021,9342
Wind,8,7,1/13/2022,2614
Wind,21,20,2/14/2024,7478
Wind,3,2,11/9/2024,1560
Wind,3,2,3/2/2020,8017
Wind,20,19,6/18/2020,3276
Wind,19,18,9/8/2021,3479
Wind,9,8,4/16/2022,5476
Wind,19,18,1/26/2024,3375
Solar,16,15,9/5/2020,5374
Wind,7,6,11/28/2021,9221
Solar,13,12,12/13/2021,3477
Wind,20,19,4/7/2024,6864
Wind,8,7,10/23/2023,7522
Wind,20,19,10/26/2021,3013
Solar,11,10,4/25/2020,3420
Wind,8,7,12/10/2022,1455
Wind,22,21,9/7/2022,3796
Wind,0,23,9/10/2022,1212
Wind,10,9,1/31/2023,4810
Wind,23,22,5/24/2025,6806
Solar,13,12,10/18/2022,5685
Wind,14,13,11/8/2023,18274
Wind,18,17,11/18/2020,6191
Wind,11,10,12/7/2020,1923
Wind,18,17,3/30/2024,6296
Wind,10,9,5/13/2023,6102
Wind,16,15,12/19/2022,13925
Solar,13,12,5/27/2022,6760
Solar,14,13,4/18/2022,5569
Wind,5,4,2/7/2023,8388
Wind,5,4,6/13/2022,3562
Wind,10,9,5/20/2022,5745
Wind,9,8,8/31/2025,4739
Wind,9,8,7/16/2024,9494
Wind,23,22,6/22/2025,2524
Wind,22,21,12/6/2023,2268
Wind,13,12,8/29/2025,16980
Wind,19,18,5/24/2022,4509
Wind,0,23,9/10/2023,2891
Solar,16,15,4/14/2025,8284
Solar,13,12,2/14/2025,9622
Wind,2,1,5/24/2025,2417
Solar,11,10,7/19/2022,6985
Wind,0,23,11/30/2023,1459
Wind,1,0,2/3/2025,1663
Wind,18,17,7/2/2020,6989
Wind,16,15,3/29/2025,12588
Wind,22,21,10/20/2025,17019
Wind,9,8,7/11/2020,2387
Solar,11,10,8/13/2021,3071
Wind,20,19,5/13/2025,3028
Wind,8,7,5/28/2022,3736
Solar,20,19,5/25/2024,2497
Wind,17,16,3/1/2024,15488
Solar,13,12,2/1/2025,6265
Wind,12,11,1/29/2020,8656
Wind,7,6,6/24/2025,2381
Wind,20,19,7/25/2024,3757
Wind,16,15,12/12/2021,3406
Wind,11,10,7/30/2023,10162
Solar,13,12,8/10/2021,5674
Wind,7,6,4/19/2023,6801
Wind,22,21,9/12/2025,6028
Wind,14,13,3/14/2023,20075
Solar,14,13,8/19/2022,8025
Wind,17,16,8/28/2021,9387
Solar,13,12,3/3/2022,4140
Wind,13,12,2/19/2020,8496
Wind,23,22,3/9/2022,6290
Wind,11,10,8/25/2023,7231
Wind,19,18,8/26/2023,3633
Wind,3,2,1/5/2025,11792
Solar,18,17,6/15/2023,6607
Solar,11,10,6/22/2022,4827
Wind,13,12,7/28/2021,8959
Wind,3,2,8/9/2022,6809
Wind,1,0,9/19/2021,3579
Wind,23,22,6/5/2022,3284
Wind,2,1,5/17/2021,10855
Wind,23,22,1/6/2024,7362
Wind,9,8,6/22/2025,4620
Wind,16,15,5/24/2021,13322
Wind,5,4,12/16/2021,1969
Wind,15,14,9/9/2021,5286
Wind,0,23,11/28/2020,4754
Wind,16,15,6/5/2020,14071
Wind,17,16,11/15/2024,1821
Solar,17,16,9/13/2024,10679
Wind,18,17,7/19/2022,8845
Wind,3,2,6/17/2021,4974
Wind,22,21,2/22/2022,8837
Wind,21,20,1/17/2024,7330
Wind,3,2,4/8/2022,7881
Wind,19,18,10/30/2022,1624
Solar,10,9,7/9/2023,4410
Solar,12,11,6/2/2020,3384
Wind,5,4,7/21/2025,10394
Wind,19,18,10/18/2024,2532
Wind,23,22,9/2/2022,1024
Solar,15,14,5/27/2023,5976
Wind,9,8,3/15/2020,5982
Wind,10,9,10/23/2024,3405
Wind,10,9,12/25/2020,6570
Wind,22,21,3/12/2025,2248
Wind,22,21,3/3/2023,5856
Wind,23,22,10/10/2022,2564
Wind,9,8,6/24/2020,3766
Wind,3,2,10/26/2020,5700
Wind,22,21,1/10/2022,2603
Wind,3,2,9/3/2024,513
Wind,8,7,2/3/2021,9834
Wind,7,6,10/5/2020,9314
Wind,19,18,8/18/2021,3918
Wind,4,3,7/8/2021,1458
Solar,13,12,8/20/2022,6090
Solar,14,13,2/24/2023,6198
Solar,10,9,7/5/2025,6839
Wind,3,2,1/21/2024,11855
Wind,0,23,2/27/2021,8380
Wind,6,5,10/13/2024,2418
Wind,4,3,6/20/2022,4084
Wind,6,5,12/3/2023,6861
Solar,15,14,8/4/2021,3337
Solar,10,9,7/7/2020,3236
Solar,16,15,10/10/2023,6674
Wind,3,2,2/11/2020,12337
Solar,14,13,7/2/2021,4836
Wind,1,0,8/27/2024,2350
Wind,20,19,7/18/2022,3281
Wind,19,18,10/8/2025,2375
Wind,2,1,12/6/2023,3323
Wind,10,9,9/30/2024,15849
Wind,2,1,5/5/2022,2097
Wind,19,18,4/17/2020,2983
Solar,13,12,9/29/2020,3747
Wind,18,17,3/29/2023,9807
Wind,6,5,2/26/2025,7888
Wind,0,23,2/1/2025,3977
Wind,7,6,4/30/2025,3827
Wind,4,3,4/23/2021,6116
Wind,23,22,7/11/2022,3652
Wind,7,6,6/26/2020,3199
Wind,8,7,8/2/2025,4482
Wind,18,17,5/11/2025,4090
Wind,19,18,11/16/2021,1101
Wind,20,19,4/20/2021,1160
Solar,15,14,3/24/2022,6833
Wind,8,7,12/9/2020,2764
Wind,11,10,2/21/2020,5295
Wind,22,21,4/5/2025,8059
Wind,1,0,9/6/2024,764
Wind,5,4,4/5/2025,7492
Wind,1,0,7/13/2025,4224
Wind,22,21,3/9/2024,5774
Wind,20,19,4/7/2023,3276
Solar,13,12,8/2/2022,6726
Solar,15,14,6/17/2022,6767
Solar,15,14,8/14/2020,4993
Wind,21,20,12/3/2024,1073
Wind,23,22,10/13/2024,2745
Wind,1,0,8/29/2023,2934
Wind,5,4,2/22/2023,3066
Wind,6,5,9/8/2021,5438
Solar,11,10,5/5/2022,4537
Wind,8,7,11/4/2022,6522
Wind,0,23,7/16/2021,3250
Wind,8,7,7/23/2022,1348
Wind,16,15,3/18/2025,14023
Wind,23,22,9/21/2023,6683
Wind,10,9,4/24/2023,7316
Wind,8,7,9/3/2021,2116
Wind,0,23,9/2/2023,4684
Wind,7,6,10/20/2021,10876
Wind,0,23,3/12/2021,13614
Wind,7,6,10/3/2025,5127
Wind,0,23,9/19/2023,6877
Wind,2,1,2/17/2020,8444
Wind,7,6,10/17/2022,7788
Wind,4,3,1/5/2022,7616
Solar,10,9,7/17/2025,5531
Wind,19,18,9/22/2021,2088
Solar,12,11,6/20/2025,10259
Wind,16,15,2/18/2022,14791
Wind,23,22,4/3/2022,1510
Wind,19,18,10/16/2020,1636
Wind,6,5,10/6/2022,2090
Wind,0,23,4/28/2020,4946
Wind,0,23,3/13/2023,15758
Wind,22,21,5/26/2020,4408
Wind,7,6,9/29/2022,1419
Wind,5,4,6/29/2025,2696
Wind,13,12,6/26/2025,14264
Wind,19,18,5/26/2020,6277
Wind,18,17,9/7/2021,6012
Wind,6,5,10/16/2020,3142
Wind,23,22,6/20/2025,4161
Wind,15,14,12/2/2020,2577
Solar,14,13,4/3/2020,5002
Solar,13,12,6/19/2023,6321
Wind,22,21,7/14/2022,5239
Wind,22,21,3/17/2021,5437
Wind,4,3,12/8/2022,1242
Wind,20,19,12/12/2020,6484
Wind,19,18,9/15/2022,3250
Wind,7,6,11/19/2023,11720
Wind,12,11,3/8/2024,10265
Wind,19,18,11/13/2025,10591
Wind,22,21,3/22/2020,9593
Wind,2,1,5/22/2024,4611
Wind,0,23,7/25/2022,5596
Wind,2,1,1/1/2023,11283
Wind,2,1,12/11/2020,6767
Wind,6,5,7/1/2023,7440
Wind,5,4,5/3/2021,657
Wind,16,15,8/27/2020,7459
Wind,13,12,12/27/2023,13912
Solar,18,17,4/11/2024,5597
Wind,23,22,10/1/2021,4034
Wind,13,12,9/23/2025,12969
Wind,21,20,3/19/2021,7181
Wind,20,19,12/27/2020,8326
Wind,19,18,5/10/2021,4506
Wind,6,5,11/3/2020,3252
Wind,23,22,11/3/2024,2791
Wind,5,4,5/9/2021,8251
Solar,10,9,6/10/2025,7037
Wind,23,22,3/6/2024,2314
Wind,12,11,11/3/2020,7836
Wind,8,7,9/18/2021,1755
Wind,20,19,5/4/2020,4587
Wind,19,18,2/14/2022,6618
Wind,19,18,10/18/2020,522
Wind,7,6,11/11/2020,733
Wind,21,20,5/13/2024,3925
Wind,0,23,1/14/2025,2984
Solar,18,17,8/26/2022,5462
Wind,19,18,6/26/2020,3680
Wind,22,21,4/24/2025,4076
Wind,23,22,11/24/2025,9801
Wind,6,5,7/13/2023,2155
Wind,7,6,8/28/2021,3722
Wind,16,15,9/23/2025,12917
Solar,11,10,9/16/2022,4975
Wind,18,17,3/10/2022,4799
Wind,9,8,6/7/2025,9072
Wind,5,4,7/25/2025,2111
Wind,14,13,12/14/2020,6019
Wind,21,20,4/21/2021,5054
Wind,22,21,10/19/2022,7426
Wind,14,13,4/13/2025,4783
Wind,1,0,11/7/2025,2662
Wind,8,7,8/20/2024,3600
Wind,22,21,7/30/2024,2502
Wind,23,22,3/7/2023,6916
Wind,4,3,12/13/2020,4008
Wind,14,13,3/17/2023,12263
Wind,5,4,9/11/2023,1317
Wind,2,1,3/12/2023,6082
Wind,19,18,10/14/2020,5325
Wind,13,12,11/6/2025,6278
Solar,17,16,4/26/2024,5775
Wind,4,3,11/3/2024,3106
Wind,0,23,6/22/2022,1640
Wind,0,23,3/20/2020,8105
Wind,20,19,8/19/2025,4330
Solar,11,10,9/28/2021,3345
Wind,13,12,8/22/2021,8102
Wind,13,12,5/4/2024,9129
Wind,4,3,10/4/2024,4898
Wind,0,23,3/4/2022,3137
Wind,20,19,12/10/2022,1861
Wind,4,3,1/29/2025,15556
Wind,11,10,1/10/2021,4394
Wind,1,0,11/15/2020,10818
Solar,16,15,4/18/2020,2973
Wind,6,5,2/3/2022,2929
Wind,22,21,9/13/2022,2822
Wind,18,17,11/26/2024,3769
Wind,11,10,1/27/2021,5277
Wind,18,17,8/21/2025,10878
Wind,2,1,7/11/2025,4862
Wind,5,4,12/31/2022,15764
Solar,11,10,8/8/2023,7019
Wind,22,21,12/29/2020,3155
Wind,12,11,9/1/2021,9100
Wind,6,5,12/7/2020,910
Wind,16,15,10/4/2025,13739
Wind,6,5,6/19/2025,4974
Wind,18,17,9/3/2022,5467
Solar,17,16,7/1/2024,9539
Solar,16,15,9/18/2021,3777
Wind,13,12,1/14/2020,14254
Wind,3,2,9/20/2021,1783
Wind,4,3,12/11/2021,7886
Wind,22,21,4/4/2020,5074
Wind,19,18,11/5/2022,5536
Wind,21,20,7/26/2021,2420
Wind,13,12,11/26/2022,5590
Wind,14,13,9/18/2020,6346
Wind,17,16,2/4/2020,11924
Wind,5,4,5/14/2024,7995
Wind,20,19,7/28/2023,5624
Solar,18,17,6/29/2022,5001
Wind,0,23,6/24/2023,2828
Wind,9,8,5/27/2023,5721
Wind,21,20,6/16/2025,2901
Solar,19,18,6/10/2023,4468
Solar,9,8,8/1/2025,3518
Wind,3,2,10/18/2023,10652
Solar,17,16,3/18/2020,2387
Wind,9,8,3/14/2024,7457
Wind,0,23,5/16/2025,8373
Wind,1,0,2/18/2023,5548
Solar,17,16,7/23/2022,6197
Solar,13,12,8/16/2022,6043
Wind,13,12,2/18/2024,14825
Wind,4,3,12/20/2024,8808
Wind,23,22,10/25/2022,6592
Wind,22,21,12/11/2022,1627
Wind,19,18,11/4/2025,14445
Wind,1,0,8/14/2020,2144
Wind,14,13,5/10/2020,2623
Wind,21,20,3/3/2020,2875
Wind,1,0,12/18/2022,4061
Solar,18,17,10/11/2022,1835
Wind,17,16,11/3/2021,3274
Wind,3,2,3/3/2023,4064
Solar,15,14,7/30/2022,7363
Wind,20,19,4/27/2022,6697
Wind,2,1,11/8/2025,1793
Wind,4,3,5/31/2025,879
Solar,14,13,8/8/2020,4095
Solar,19,18,5/31/2025,5672
Solar,11,10,8/16/2025,10645
Wind,15,14,12/25/2023,14253
Wind,20,19,6/1/2022,2649
Wind,2,1,4/13/2023,15743
Wind,23,22,7/21/2020,5093
Wind,22,21,5/1/2020,7037
Wind,4,3,1/1/2024,9309
Solar,16,15,1/16/2024,1871
Solar,15,14,7/11/2025,13109
Wind,4,3,6/29/2020,2917
Wind,19,18,1/17/2024,9363
Solar,11,10,3/31/2025,9527
Wind,4,3,9/22/2021,2010
Wind,9,8,1/3/2021,1604
Wind,16,15,4/1/2023,16341
